Description,Brand,ABC,annual_demand,unit_cost,EOQ,orders_per_year,avg_lead_days,safety_stock,reorder_point,total_inv_cost
Yellow Tail Shiraz/Grenache,41531,C,3,5.29,17,0.2,7.857142857142857,0,0,17.82
Morgan Winery Garys Vyd Pnt,41634,C,3,21.47,8,0.4,7.0,0,0,35.93
Bigi Orvieto Clsc Vendemmia,42759,C,3,7.89,14,0.2,7.333333333333333,0,0,21.76
Valckenberg Rsl,42933,C,3,8.6,13,0.2,4.0,0,0,22.72
L'Ecole No 41 Apogee Pepper,43667,C,3,34.48,7,0.4,7.333333333333333,0,0,45.56
Oyster Bay Hawkes Bay Merlot,43890,C,3,10.88,12,0.2,7.4,3,3,25.56
Farnum Hill Kingston Blk RSV,43924,C,3,10.61,12,0.2,4.208333333333333,0,0,25.23
Montsarra Brut Cava,44925,C,3,9.86,12,0.2,7.2,3,3,24.33
Ermita Rioja White,45495,C,3,10.38,12,0.2,6.0,0,0,24.96
Bonny Doon Pousseur Syrah,46185,C,3,15.75,10,0.3,7.090909090909091,3,3,30.75
Napa Cellars Merlot,46190,C,3,14.18,10,0.3,4.75,3,3,29.18
Silver Mtn Hard Cider,46327,C,3,4.54,18,0.2,8.5,0,0,16.51
Mason Clrs Svgn Bl Pomelo,46453,C,3,7.33,14,0.2,8.271929824561404,0,0,20.98
Errazuriz Max Fndrs RSV,46583,C,3,47.05,6,0.5,8.0,3,3,53.23
Kaiken Malbec Mendoza,46819,C,3,9.65,12,0.2,9.5,4,4,24.08
Freemark Abbey Chard Napa,47011,C,3,12.25,11,0.3,6.7,3,3,27.11
Ch Brane Cantenac Margaux 11,90082,C,3,41.93,6,0.5,7.68520568498289,3,3,50.16
Van Winkle Special Rsv 10 Yr,123,C,2,38.75,5,0.4,6.4,0,0,39.38
Leroux Apple Schnapps,189,C,2,5.76,13,0.2,8.5,0,0,15.18
Nassua Royale Liqueur,201,C,2,15.47,8,0.2,7.142857142857143,0,0,24.88
Wray & Nephew Wh Overproof,222,C,2,15.99,8,0.2,7.0588235294117645,0,0,25.29
Peter Paul Bacigalupi Chard,319,C,2,25.17,6,0.3,7.333333333333333,0,0,31.77
Corralejo Reposado Tequila,465,C,2,35.99,5,0.4,7.68520568498289,0,0,38.0
McCormick Gold Rum,603,C,2,5.03,14,0.1,6.714285714285714,0,0,14.18
Cruzan Est Single Barrel Rum,608,C,2,23.43,7,0.3,9.0,0,0,30.69
Hiram Walker Mango,718,C,2,8.07,11,0.2,6.7272727272727275,0,0,17.97
DeKuyper Spearmint Schnapps,742,C,2,10.39,10,0.2,7.875,0,0,20.39
Bacardi Gold Rum,803,C,2,9.92,10,0.2,8.590909090909092,0,0,19.92
Bols Butterscotch,853,C,2,7.4,12,0.2,7.0,0,0,17.21
Ten High Bourbon,863,C,2,5.83,13,0.2,6.875,0,0,15.27
DeKuyper Blackberry Brandy,871,C,2,7.51,12,0.2,8.714285714285714,0,0,17.35
Hangar One Kaffir Lime Vodk,926,C,2,20.58,7,0.3,4.0,0,0,28.69
Robert Sinskey Marcien Red,932,C,2,55.91,4,0.5,5.666666666666667,0,0,47.36
Hangar One Blueberry Vodka,957,C,2,21.37,7,0.3,6.0,0,0,29.24
Three Olives S'Mores Vodka,993,C,2,8.33,11,0.2,7.68520568498289,0,0,18.25
Common Man Slctn Woodford Rs,1107,C,2,36.5,5,0.4,7.875,0,0,38.25
Smugglers Notch Rum,1129,C,2,30.15,6,0.3,5.333333333333333,0,0,34.76
Tullibardine Burgundy Finish,1253,C,2,51.17,4,0.5,8.666666666666666,0,0,45.47
No. 14 Bourbon,1274,C,2,34.88,5,0.4,10.6,0,0,37.44
Jack Daniels Barrel Proof,1927,C,2,51.84,4,0.5,7.245901639344262,0,0,45.74
Collier & McKeel Whiskey,1985,C,2,35.5,5,0.4,7.68520568498289,0,0,37.75
Ardbeg Auriverdes Scotch,2074,C,2,68.69,4,0.5,9.333333333333334,0,0,52.48
The Glenlivet 25 Yr Old,2088,C,2,223.87,2,1.0,7.636363636363637,0,0,94.77
Buck Bourbon 8 Yr,2252,C,2,22.05,7,0.3,9.271428571428572,0,0,29.72
Prichards Tennesse Whiskey,2263,C,2,20.28,7,0.3,7.68520568498289,0,0,28.48
Jailers Tennessee Whiskey,2271,C,2,23.8,6,0.3,8.607142857142858,0,0,30.95
Glenfiddich Age of Discovery,2303,C,2,114.5,3,0.7,7.68520568498289,0,0,67.68
Sea Hagg Poitin White Whisky,2401,C,2,6.86,12,0.2,7.0,0,0,16.57
Highland Park Odin,2421,C,2,265.14,2,1.0,8.0,0,0,103.03
John Barr Red Scotch Whisky,2539,C,2,12.3,9,0.2,7.68520568498289,0,0,22.18
Glenmorangie Signet Sng Malt,2610,C,2,138.68,3,0.7,7.58,0,0,74.94
Dewars Special RSV 12-Year,2614,C,2,41.21,5,0.4,8.35897435897436,0,0,40.61
Jameson Rarest Vintage Rsv,2660,C,2,229.0,2,1.0,7.0,0,0,95.8
Christian Drouin Calvados,2671,C,2,16.78,8,0.2,8.5,0,0,25.92
Bitch Vodka,2710,C,2,15.93,8,0.2,5.0,0,0,25.24
Teeling Single Grain Whiskey,2715,C,2,39.99,5,0.4,8.383561643835616,0,0,40.0
Spring 44 Old Tom Gin,2959,C,2,29.54,6,0.3,7.68520568498289,0,0,34.39
Jim Beam Maple,2995,C,2,17.51,8,0.2,6.0,0,0,26.51
360 Glazed Donut Vodka,3015,C,2,10.23,10,0.2,7.68520568498289,0,0,20.23
Stolichnaya 100* Vodka,3092,C,2,13.38,9,0.2,8.0,0,0,23.15
Black Fig Vodka,3182,C,2,22.85,7,0.3,7.68520568498289,0,0,30.28
Hook's Black Spiced Rum,3304,C,2,14.38,8,0.2,7.68520568498289,0,0,24.0
UV Sriracha Vodka,3407,C,2,0.73,37,0.1,7.68520568498289,0,0,5.4
Corzo Silver Tequila,3461,C,2,39.99,5,0.4,10.333333333333334,0,0,40.0
Cazadores Anejo Tequila,3475,C,2,22.38,7,0.3,11.0,0,0,29.95
Llord's Blue Curacao,3514,C,2,4.5,15,0.1,7.0,0,0,13.42
Stolichnaya Cranberi,3587,C,2,14.95,8,0.2,7.68520568498289,0,0,24.46
Spud Potato Vodka,3623,C,2,0.73,37,0.1,7.68520568498289,0,0,5.4
Stolichnaya Strawberri,3673,C,2,11.36,9,0.2,7.68520568498289,0,0,21.34
Ciroc Pineapple Vodka,3697,C,2,1.58,25,0.1,8.0,0,0,7.95
Spring 44 Honey Vodka,3777,C,2,21.7,7,0.3,9.5,0,0,29.48
FAIR Quinoa Vodka,3873,C,2,19.52,7,0.3,7.0,0,0,27.95
New Amsterdam Vodka,3933,C,2,0.73,37,0.1,7.68520568498289,0,0,5.4
Sauza Conmemorativo,3934,C,2,18.11,7,0.3,7.68520568498289,0,0,26.96
Armorik Single Malt Whiskey,4010,C,2,45.11,5,0.4,6.0,0,0,42.56
Bacardi Artic Grape Rum,4028,C,2,7.99,11,0.2,8.0,0,0,17.88
Spiced Root Marley Rum,4248,C,2,10.86,10,0.2,12.0,0,0,20.86
Bacardi Limon Traveler,4319,C,2,7.29,12,0.2,9.0,0,0,17.08
Casa Noble Anejo,4354,C,2,44.44,5,0.4,9.5,0,0,42.22
Bacardi Limon & Mango 2 Pak,4535,C,2,14.49,8,0.2,7.68520568498289,0,0,24.09
Ansac VS Cognac,4676,C,2,10.07,10,0.2,7.68520568498289,0,0,20.07
Courvoisier Rose,4815,C,2,13.5,9,0.2,6.0,0,0,23.26
Leblon Cedilla Acai Liqueur,5181,C,2,23.99,6,0.3,8.0,0,0,31.06
Dr McGillicuddy's Vanilla,5287,C,2,0.38,51,0.0,7.68520568498289,0,0,3.9
Bols Maraschino Liqueur,5408,C,2,8.84,11,0.2,7.25,0,0,18.81
Malibu Red,5866,C,2,15.74,8,0.2,7.68520568498289,0,0,25.09
LaMuse Verte Absinthe,6046,C,2,32.85,6,0.3,7.68520568498289,0,0,36.38
Sauza Sparkling Margarita,6066,C,2,5.38,14,0.1,11.0,0,0,14.67
8000 Generations Shochu,6090,C,2,22.72,7,0.3,7.5,0,0,30.19
Hawk Crest Chard,6784,C,2,7.53,12,0.2,10.0,0,0,17.37
Marquis de Chasse Red Gines,6872,C,2,6.62,12,0.2,8.0,0,0,16.28
Mateus Rose,7222,C,2,4.9,14,0.1,6.75,0,0,14.0
Llord's Coffee Liqueur,7294,C,2,5.5,13,0.2,7.68520568498289,0,0,14.84
New Amsterdam Red Berry Vdka,7439,C,2,9.37,10,0.2,8.666666666666666,0,0,19.37
Pinnacle Grape Vodka,8119,C,2,10.39,10,0.2,10.0,0,0,20.39
Celtic Honey Liqueur,8508,C,2,16.05,8,0.2,7.0,0,0,25.34
Smirnoff Light Strawberry,8729,C,2,0.74,37,0.1,8.0,0,0,5.44
Marcarini Barolo Brunate,10910,C,2,41.37,5,0.4,7.333333333333333,0,0,40.68
Hogue Cab Svgn Columbia,11022,C,2,6.16,13,0.2,8.083333333333334,0,0,15.7
Napa Cellars Svgn Bl,11149,C,2,11.76,9,0.2,7.466019417475728,0,0,21.7
Ame Neyers Cab Svgn Napa,11164,C,2,52.97,4,0.5,8.0,0,0,46.19
R Strong Rockaway Cab Svgn,11389,C,2,48.99,5,0.4,7.68520568498289,0,0,44.5
Ch Julien Merlot Mont Cnty,11423,C,2,6.66,12,0.2,7.627450980392157,0,0,16.33
La Basttistina Gavi,11770,C,2,9.33,10,0.2,9.0,0,0,19.33
Rochioli RRV Chard Cal,12199,C,2,36.42,5,0.4,6.5,0,0,38.21
Mercer Rsl,12355,C,2,9.8,10,0.2,9.0,0,0,19.8
Cupcake Petit Sirah Cal,12496,C,2,4.83,14,0.1,7.4,0,0,13.9
Ch La Croix du Duc Brdx,12538,C,2,7.48,12,0.2,5.666666666666667,0,0,17.31
Villa Calappiano Pnt Grigio,12637,C,2,6.03,13,0.2,7.68520568498289,0,0,15.53
Merriam Cab Franc Windacre V,12655,C,2,23.17,7,0.3,7.0,0,0,30.5
The Crusher Merlot,13094,C,2,8.1,11,0.2,7.68520568498289,0,0,18.0
F Coppola Rosso & Bianc Shir,13132,C,2,5.84,13,0.2,9.333333333333334,0,0,15.28
Virginie Taunt Svgn Blanc,13734,C,2,9.39,10,0.2,8.666666666666666,0,0,19.39
Tola Grillo Sicilia,13888,C,2,1.93,23,0.1,7.68520568498289,0,0,8.79
Cade Svgn Bl Napa Cuvee,13950,C,2,19.86,7,0.3,9.0,0,0,28.19
Chevalier L'Aujardiere Chard,14217,C,2,11.18,9,0.2,7.0,0,0,21.17
Ferrari Carano Tresor Rsv,14277,C,2,32.67,6,0.3,7.68520568498289,0,0,36.27
Latour 07 Echezeaux Rouge,14333,C,2,109.58,3,0.7,7.68520568498289,0,0,66.21
Cedar Knoll Vyd Cab Svgn Npa,14389,C,2,25.8,6,0.3,7.68520568498289,0,0,32.15
Nicolas Feuillatte Brut Rose,14973,C,2,28.76,6,0.3,9.0,0,0,33.92
Rex Goliath Svgn Bl,15328,C,2,7.53,12,0.2,9.5,0,0,17.37
Astrolabe Svgn Bl Marlboro,15423,C,2,8.78,11,0.2,7.68520568498289,0,0,18.75
Mollydooker Blue Eyed Boy,15507,C,2,30.4,6,0.3,6.25,0,0,34.91
Mollydooker Enchanted Path,15508,C,2,48.36,5,0.4,11.0,0,0,44.18
Mollydooker Violinist Verdel,15510,C,2,14.19,8,0.2,8.0,0,0,23.85
Tiziano Prosecco,15542,C,2,11.1,9,0.2,8.428571428571429,0,0,21.1
BV Coastal Estate Red,15747,C,2,6.16,13,0.2,7.25,0,0,15.7
Roland Lavantureux Chablis,15859,C,2,18.79,7,0.3,7.705882352941177,0,0,27.44
Joseph Phelps Insignia 08,16155,C,2,105.95,3,0.7,7.5,0,0,65.12
Dom Fond Croze Rasteau CdR V,16263,C,2,5.15,14,0.1,7.68520568498289,0,0,14.35
Ch Moncontour Vouvray Demi S,16377,C,2,11.4,9,0.2,11.0,0,0,21.37
Lafite Rsv Speciale Bl Brdx,16503,C,2,5.99,13,0.2,7.0,0,0,15.48
Pali Winsdor Oaks Pnt Nr RRV,16584,C,2,26.02,6,0.3,7.5,0,0,32.28
Quintessa Rutherford Red,16653,C,2,96.02,3,0.7,8.916666666666666,0,0,62.14
Cocchi Americano,16756,C,2,13.33,9,0.2,7.777777777777778,0,0,23.11
Casa Solar Tempranillo,16787,C,2,5.47,14,0.1,7.68520568498289,0,0,14.8
Blufeld Sweet Rsl,16850,C,2,4.07,16,0.1,7.68520568498289,0,0,12.76
Nicolas Catena Zapata Mendza,16896,C,2,71.42,4,0.5,6.363636363636363,0,0,53.57
Ornellaia Bolgheri 09,16959,C,2,93.41,3,0.7,7.68520568498289,0,0,61.36
Riunite Sweet Red,17171,C,2,3.35,17,0.1,7.68520568498289,0,0,11.58
Ch Fugue de Nenin 09,17282,C,2,19.59,7,0.3,7.5,0,0,28.0
Porta Vita Bianco,17989,C,2,8.05,11,0.2,8.0,0,0,17.95
Bella Bolla Pink Moscato,18012,C,2,4.83,14,0.1,7.666666666666667,0,0,13.9
Ch La Dom St Emil Gr Cru 09,18093,C,2,44.66,5,0.4,11.0,0,0,42.33
Shafer Hillside Cab Svgn,18098,C,2,157.89,3,0.7,8.2,0,0,80.7
Franciscan Est Cuvee Chard,18110,C,2,25.97,6,0.3,7.166666666666667,0,0,32.25
Valandraud 09 St Emilion Cru,18199,C,2,41.37,5,0.4,9.0,0,0,40.68
El Enemigo Malbec Mendoza,18540,C,2,13.57,9,0.2,8.5,0,0,23.32
My Big Fat Greek Retsina,18557,C,2,5.91,13,0.2,7.68520568498289,0,0,15.38
Northstar Cab Svgn,18564,C,2,18.61,7,0.3,8.88888888888889,0,0,27.31
Sterling Rsv Platinum Red,18569,C,2,22.87,7,0.3,5.0,0,0,30.29
Eric Kent Chardonnay RRV,18587,C,2,23.83,6,0.3,7.333333333333333,0,0,30.96
Donnafugata Mille una Notte,18624,C,2,50.34,4,0.5,7.0,0,0,45.14
Alexana Pnt Nr Willamette,18651,C,2,12.9,9,0.2,8.0,0,0,22.72
C Y Toro Frontera Pnt Nr,18810,C,2,4.33,15,0.1,7.68520568498289,0,0,13.16
Tariquet Sauvignon,18866,C,2,8.44,11,0.2,7.4,0,0,18.37
Havens Meritage 2011,18955,C,2,10.88,10,0.2,7.68520568498289,0,0,20.88
Save Me San Francisco Merlot,19019,C,2,7.53,12,0.2,7.0,0,0,17.37
Corte Giara Amarone 09,19049,C,2,33.33,5,0.4,7.68520568498289,0,0,36.66
Ch Olivier 10 Blanc Pessac-L,19062,C,2,33.99,5,0.4,7.666666666666667,0,0,37.0
Ornellaia Bolgheri 10,19077,C,2,131.57,3,0.7,8.5,0,0,72.8
Eppa White Sangria Organic,19219,C,2,8.66,11,0.2,8.047619047619047,0,0,18.62
Ch Leoville-Barton Gr Cru 09,19318,C,2,108.55,3,0.7,8.0,0,0,65.9
Luigi Bosca Malbec SV DOC,19368,C,2,14.96,8,0.2,10.5,0,0,24.47
Ch Hyot Castillon Brdx,19391,C,2,23.97,6,0.3,8.0,0,0,31.05
Latour 11 Merslt-Blgny P Cru,19417,C,2,33.11,5,0.4,10.0,0,0,36.56
Latour 11 Beaune Vignes Fran,19427,C,2,32.67,6,0.3,7.68520568498289,0,0,36.27
Ch Lafaurie-Peyragey Saut 10,19588,C,2,53.99,4,0.5,7.333333333333333,0,0,46.6
Ch Doisy Daene Sauternes 10,19595,C,2,50.33,4,0.5,7.0,0,0,45.13
Ch Lacoste-Borie Pauillac 10,19604,C,2,28.66,6,0.3,6.0,0,0,33.86
Ch Petit Bocq Cru Borgeos 10,19612,C,2,21.19,7,0.3,5.0,0,0,29.12
Ch Bernadotte 10 Haut Medoc,19630,C,2,23.48,7,0.3,8.6,0,0,30.72
Ch de Pez 10 St Estephe Brdx,19632,C,2,27.92,6,0.3,10.0,0,0,33.42
Ch Haut Beausejour 10 Brdx,19633,C,2,24.51,6,0.3,7.68520568498289,0,0,31.37
Red Sox Club Series Cab Svgn,19660,C,2,13.24,9,0.2,5.739130434782608,0,0,23.03
Fish Eye Moscato,19693,C,2,8.44,11,0.2,6.6,0,0,18.37
Rose'N'Blum Red Moscato,19760,C,2,7.38,12,0.2,5.75,0,0,17.19
Ch Lassegue 07 St Emilion AC,19809,C,2,31.33,6,0.3,7.2,0,0,35.46
Ch Lalande Boire 10 Brdx,19824,C,2,27.27,6,0.3,7.0,0,0,33.03
The Rule Cab Svgn Napa Vly,19845,C,2,13.24,9,0.2,5.777777777777778,0,0,23.03
Clarendelle Brdx Blanc,19866,C,2,11.48,9,0.2,10.5,0,0,21.44
Warre's Vintage Port 2000,19951,C,2,42.85,5,0.4,7.666666666666667,0,0,41.42
Ramey Chard Hyde Vyd,20041,C,2,41.99,5,0.4,7.68520568498289,0,0,41.0
Dos Minas Torrontes,20092,C,2,7.53,12,0.2,6.0,0,0,17.37
Wolfgang Puck Chard,20114,C,2,9.26,10,0.2,8.0,0,0,19.26
Steele 10 Sangiacmo Vy Pnt N,20186,C,2,12.33,9,0.2,7.68520568498289,0,0,22.21
Steele 10 Parmalee-Hill Pnt,20188,C,2,14.47,8,0.2,7.68520568498289,0,0,24.08
Louis Jadot Les Drazeys 11,20275,C,2,24.99,6,0.3,7.68520568498289,0,0,31.66
Maison N Perrin Crozes-Hermi,20360,C,2,16.66,8,0.2,7.68520568498289,0,0,25.83
Pepperjack Barossa Red,20413,C,2,15.99,8,0.2,8.0,0,0,25.29
Fattoria Poggio Red 10,20428,C,2,35.52,5,0.4,10.0,0,0,37.76
Natale Verga Prosecco,20653,C,2,7.04,12,0.2,9.0,0,0,16.78
Pali Pnt Nr Cargasacchi Vyd,20661,C,2,35.94,5,0.4,7.0,0,0,37.97
Villa Jolanda Xmas Spumante,20662,C,2,6.89,12,0.2,8.625,0,0,16.6
A Bichot Champs Martin,20680,C,2,26.97,6,0.3,7.68520568498289,0,0,32.85
A Bichot Ch Gris Nuits St Ge,20685,C,2,40.68,5,0.4,7.0,0,0,40.34
Sanford La Riconda Pnt Nr,20702,C,2,24.67,6,0.3,8.0,0,0,31.47
Areo Pnt Nr,20825,C,2,8.21,11,0.2,7.68520568498289,0,0,18.12
Moutard Champagne,20854,C,2,39.45,5,0.4,7.68520568498289,0,0,39.72
Bouza Temp Tannat,20952,C,2,16.44,8,0.2,9.333333333333334,0,0,25.65
Les Hauts de Lagarde Blanc,20991,C,2,8.96,11,0.2,9.0,0,0,18.95
Ch Lassegue 05 GC St Emilion,21006,C,2,62.08,4,0.5,7.666666666666667,0,0,49.83
WindRacer Anderson Vly Chard,21016,C,2,23.97,6,0.3,9.8,0,0,31.05
Eden Ice Windfall Orchard,21046,C,2,9.73,10,0.2,9.5,0,0,19.73
Gundlach Bundschu 07 Vintage,21087,C,2,38.25,5,0.4,7.68520568498289,0,0,39.12
Charles Brotte Gr Vallon Rse,21107,C,2,7.53,12,0.2,7.68520568498289,0,0,17.37
Light Horse Pnt Nr,21110,C,2,10.2,10,0.2,7.68520568498289,0,0,20.2
Quinta do Crasto Douro S per,21155,C,2,15.12,8,0.2,8.714285714285714,0,0,24.6
Silver Oak 05 Library Rls CS,21276,C,2,86.66,3,0.7,7.68520568498289,0,0,59.33
Rodney Strong Bros Ridge Cab,21280,C,2,47.09,5,0.4,8.0,0,0,43.54
De La Costa Sangria,21298,C,2,4.6,15,0.1,7.68520568498289,0,0,13.57
C Y Toro Don Melchr Cab Svgn,21352,C,2,52.62,4,0.5,7.88,0,0,46.05
Ch Pape Clement Pess leognan,21431,C,2,60.12,4,0.5,7.5,0,0,49.05
Ch Leoville Barton St Julien,21447,C,2,59.99,4,0.5,3.0,0,0,49.0
Les Fiefs de Lagrange St Jul,21460,C,2,20.64,7,0.3,7.68520568498289,0,0,28.73
La Chapelle de la Mission Ha,21468,C,2,54.48,4,0.5,7.0,0,0,46.79
Ch Malartic-Lagraviere Rouge,21473,C,2,38.81,5,0.4,11.0,0,0,39.4
Ch St Jean Cinq Cep Cab Svgn,21475,C,2,55.17,4,0.5,9.0,0,0,47.07
Chateau Giscours Margaux,21481,C,2,34.01,5,0.4,7.0,0,0,37.0
Cambrige Meritage Napa Vly,21503,C,2,13.42,9,0.2,10.0,0,0,23.19
Folk Machine Parts & Labor R,21564,C,2,10.4,10,0.2,6.5,0,0,20.4
Billette Bousquet Prov Rose,21614,C,2,8.16,11,0.2,8.375,0,0,18.07
Ch Riotor Rose Cotes de Prov,21761,C,2,11.03,10,0.2,9.0,0,0,21.03
Buoncristiani Family Red OPC,21830,C,2,32.25,6,0.3,4.0,0,0,36.02
Buoncristiani Family Chard,21831,C,2,23.22,7,0.3,7.5,0,0,30.54
Frey Vyds Organic Blanc,21833,C,2,8.78,11,0.2,8.0,0,0,18.75
LiDestri Red Sangria,22010,C,2,5.99,13,0.2,7.51,0,0,15.48
Hob Nob Wicked Red Ltd Ed,22032,C,2,6.53,12,0.2,7.0,0,0,16.17
Maggy Hawk Jolie Pnt Nr,22049,C,2,37.66,5,0.4,7.68520568498289,0,0,38.83
The Girls in the Vineyard Wh,22055,C,2,11.61,9,0.2,7.875,0,0,21.56
Le Macchiole Paleo Rosso,22058,C,2,64.86,4,0.5,7.68520568498289,0,0,50.94
Latour L'Ardeche Chard,22092,C,2,8.1,11,0.2,9.75,0,0,18.0
Lucienne Doctor's Vyd Pnt Nr,22173,C,2,29.65,6,0.3,7.666666666666667,0,0,34.46
Gifft Chardonnay,22225,C,2,8.05,11,0.2,12.0,0,0,17.95
Seifried Nelson Svgn Blanc,22358,C,2,11.03,10,0.2,7.0,0,0,21.03
Allegrini Dedicato A Walter,22396,C,2,58.06,4,0.5,7.0,0,0,48.22
Chrstian Moreau 13 Valmur,22429,C,2,46.66,5,0.4,7.68520568498289,0,0,43.33
Mionetto IL Moscato,22477,C,2,8.49,11,0.2,9.333333333333334,0,0,18.43
Jadot Cote de Beaune Vill 12,22548,C,2,19.86,7,0.3,7.68520568498289,0,0,28.19
Jadot Santenay Malte Roug 12,22552,C,2,23.64,7,0.3,7.68520568498289,0,0,30.83
Jadot Savigny Beaune Blan 12,22555,C,2,20.68,7,0.3,7.68520568498289,0,0,28.76
Erath Prince Hill Pnt Nr,22597,C,2,24.99,6,0.3,8.0,0,0,31.66
Jos Phelps Insignia 11,22600,C,2,236.84,2,1.0,10.0,0,0,97.37
Ryan Patrick Rsv Cab,22630,C,2,20.54,7,0.3,9.363636363636363,0,0,28.66
Chartron Trebuchet Puligny,22643,C,2,42.85,5,0.4,6.25,0,0,41.42
Esser Vyds Chard,22653,C,2,8.96,11,0.2,5.666666666666667,0,0,18.95
Iron Horse Est Chard,22657,C,2,19.59,7,0.3,6.666666666666667,0,0,28.0
Orestiadi Ludovico,22778,C,2,19.04,7,0.3,7.777777777777778,0,0,27.61
Tenuta La Fuga 09 Brun Montl,22787,C,2,33.33,5,0.4,7.68520568498289,0,0,36.66
Haut-Bailly Pessc Leognan 06,22941,C,2,225.15,2,1.0,8.0,0,0,95.03
Cavit Select Red Blend,22958,C,2,4.57,15,0.1,7.5,0,0,13.52
Bluegray Priorat DOQ,22970,C,2,11.68,9,0.2,8.6,0,0,21.62
Spring Valley Katherine Cab,23041,C,2,22.57,7,0.3,7.571428571428571,0,0,30.08
Phantom Bay Svgn Bl,23044,C,2,5.88,13,0.2,7.0,0,0,15.34
Dom Sigalas 11 Nychteri Assy,23048,C,2,16.89,8,0.2,7.68520568498289,0,0,26.01
Il Poggione Rosso Franceschi,23099,C,2,32.23,6,0.3,7.68520568498289,0,0,36.0
Panther Creek Pnt Gr William,23106,C,2,10.73,10,0.2,7.68520568498289,0,0,20.73
Castle Rock Sonoma Cty Pnt N,23135,C,2,5.45,14,0.1,7.68520568498289,0,0,14.77
Martinelli Bondi Home Pnt Nr,23192,C,2,41.72,5,0.4,9.4,0,0,40.86
Drouhin Arthur Chard,23233,C,2,21.85,7,0.3,7.68520568498289,0,0,29.58
Ch Cantenac Brown Margx 11,23291,C,2,40.81,5,0.4,10.0,0,0,40.4
La Jota Howell Mtn Merlot,23425,C,2,43.91,5,0.4,7.833333333333333,0,0,41.96
Dom Vocoret & Fils Chabls 13,23472,C,2,11.48,9,0.2,7.0,0,0,21.44
Auvigue Saint-Veran 13,23473,C,2,10.66,10,0.2,7.0,0,0,20.66
Luna di Luna Prosecco,23477,C,2,11.03,10,0.2,8.0,0,0,21.03
Les Dauphins Rose,23552,C,2,7.53,12,0.2,7.68520568498289,0,0,17.37
Beringer Red Crush,23645,C,2,3.24,18,0.1,7.68520568498289,0,0,11.39
Pavillon du Ch Margaux 12 Ma,23783,C,2,114.28,3,0.7,5.25,0,0,67.62
Love Lane Svgn Bl,23878,C,2,8.49,11,0.2,8.575757575757576,0,0,18.43
Salmon Run Rose,23900,C,2,7.89,11,0.2,7.913043478260869,0,0,17.77
Broadside Cab Svgn Paso Rob,23920,C,2,5.86,13,0.2,7.0,0,0,15.31
Alta Vista Rose,23955,C,2,7.43,12,0.2,7.68520568498289,0,0,17.25
La Font de Notre Dame Rastea,23964,C,2,13.99,8,0.2,7.0,0,0,23.69
Triennes Rose 2012,23984,C,2,9.86,10,0.2,7.282608695652174,0,0,19.86
Pascal Jolivet Sancerre Rose,23997,C,2,13.24,9,0.2,10.25,0,0,23.03
Santa Rita Coll Prv Cab Svgn,24000,C,2,3.92,16,0.1,7.68520568498289,0,0,12.52
Ozeki Yamadanishiki Jun Sake,24053,C,2,6.75,12,0.2,8.333333333333334,0,0,16.43
Ozeki Junmai Reishu Sake,24144,C,2,49.31,5,0.4,7.357142857142857,0,0,44.66
Toucas Vinho Verde DOC,24147,C,2,5.91,13,0.2,5.714285714285714,0,0,15.38
Ch Alie d'Argent Mout-Rth 12,24178,C,2,74.82,4,0.5,7.5,0,0,54.93
Elk Cove Est Rsl,24256,C,2,12.07,9,0.2,7.68520568498289,0,0,21.97
Red Car Ritchie Vyd Chard,24260,C,2,36.54,5,0.4,8.0,0,0,38.27
Paul Buisse Svgn Bl Touraine,24276,C,2,8.05,11,0.2,9.625,0,0,17.95
Meridian Cab Svgn Cal,24336,C,2,7.58,11,0.2,6.333333333333333,0,0,17.43
Dom Henri Boillot Mersault,24341,C,2,46.35,5,0.4,7.0,0,0,43.18
Mommessin Gr Mise CdBrouilly,24364,C,2,14.93,8,0.2,7.68520568498289,0,0,24.44
Dom Faiv Nuits-St Geo Poret,24384,C,2,52.28,4,0.5,7.68520568498289,0,0,45.91
Steph Avrn Chn Vielles Vig,24388,C,2,13.6,9,0.2,10.0,0,0,23.35
Adaption by Odette Chard,24424,C,2,21.05,7,0.3,6.5,0,0,29.02
Andre Jacquart Brut Experien,24473,C,2,33.11,5,0.4,7.68520568498289,0,0,36.56
Coffinet-Duvernay Chass-Mon,24477,C,2,41.99,5,0.4,7.68520568498289,0,0,41.0
Claude Riffault Chass Sancer,24555,C,2,18.24,7,0.3,11.0,0,0,27.05
Dominios Ribera del Duero Cr,24591,C,2,9.67,10,0.2,6.809523809523809,0,0,19.67
Cormons Schioppettino,24694,C,2,8.96,11,0.2,7.666666666666667,0,0,18.95
Tenuta di Biserno Il Pino,24723,C,2,41.37,5,0.4,8.0,0,0,40.68
Mystos Longboard Vyd 13 Pnt,24860,C,2,35.48,5,0.4,9.0,0,0,37.74
Armand de Brignac Brut Rose,24888,C,2,278.14,2,1.0,8.714285714285714,0,0,105.63
Couvent des Thorins Moulin,24994,C,2,17.44,8,0.2,10.0,0,0,26.45
Schramsberg Blanc de Blancs,25000,C,2,46.05,5,0.4,7.68520568498289,0,0,43.02
St Supery Elu Meritage Red,25007,C,2,36.18,5,0.4,7.882352941176471,0,0,38.09
Jadot Echezeaux 13,25055,C,2,116.88,3,0.7,10.0,0,0,68.4
